,sentence,location_list,type_list,error_list
10248,先谈[F談]一谈[F談]苦的方面：学[F學]习[F習]汉[F漢]语[F語]不是一朝一夕就能有成果{CJsd}，是要花时[F時]间[F間]学[F學]习[F習]、练[F練]习[F習]、努力、背诵[F誦]、研究等，当然{CC当[F當]时[F時]}要花上一段长[F長]时[F時]期的不断[F斷]努力才能有美满的成绩[F績]。,"d.t.u.d.c.a.s.t.Sentence(begin=215, end=373)",1,{CC当[F當]时[F時]}
10249,其次，我们[F們]在学[F學]习[F習]时[F時]，除不断[F斷]吸收课程知识[F識]外，还[F還]要参[F參]考或阅[F閱]读[F讀]一些课[F課]外读[F讀]物，在此同时[F時]，我们[F們]便要花一些时[F時]间[F間]在翻阅[F閱]课外书[F書]籍{CQ上}。,"d.t.u.d.c.a.s.t.Sentence(begin=373, end=507)",0,0
10250,为[F為]想知道个[F個]人的汉[F漢]语[F語]水平，我们[F們]还[F還]要读[F讀]一些指定的课[F課]外{CQ书}或教材去应[F應]付考试[F試]，以获[F獲]取一些资[F資]历[F厲[C]]或水平。,"d.t.u.d.c.a.s.t.Sentence(begin=507, end=611)",0,0
10251,至于[F於]学[F學]习[F習]汉[F漢]语[F語]乐[F樂]的方面，当[F當]我们[F們]在学[F學]习[F習]期间，我们[F們]定当[F當]由循序渐[F漸]进[F進]式地学[F學]习[F習]到汉[F漢]语[F語]，{CJ-zhuy这}使我们[F們]可以掌握到一些修辞[F辭]技巧，知识[F識]水平上升，能用精简[F簡]的字句道出一些要表达[F達]的意思等。,"d.t.u.d.c.a.s.t.Sentence(begin=611, end=791)",0,0
10252,还[F還]有，由于[F於]我们[F們]要不断[F斷]地{CC的}提升我们[F們]的汉[F漢]语[F語]水平，我们[F們]当[F當]然不下多些功夫不可，最简[F簡]单[F單]的方法就是多看课[F課]外书[F書]，使我们[F們]可吸收人们[F們]最好的精华[F華]。,"d.t.u.d.c.a.s.t.Sentence(begin=791, end=922)",0,0
10253,再者，我们[F們]学[F學]好汉[F漢]语[F語]，成为[F為]文字沟通上的桥[F橋]梁[F樑]。,"d.t.u.d.c.a.s.t.Sentence(begin=922, end=971)",0,0
10254,有中国[F國]人居住的地方或华[F華]人集处[F處]的地方，大多数都可书[F書]写[F寫]汉[F漢]语[F語]，倘若我们[F們]学[F學]习[F習]好汉[F漢]语[F語]，便能与[F與]华[F華]人沟[F溝]通，因汉[F漢]语[F語]是中国[F國]人的共同沟[F溝]通的语言{CC言语[F語]}[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=971, end=1123)",0,0
10255,总[F總]的来说[F說]，学[F學]习[F習]汉[F漢]语[F語]的乐[F樂]当[F當]然比苦多{CC1的好}。,"d.t.u.d.c.a.s.t.Sentence(begin=1123, end=1179)",0,0
10256,"(101F)(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=1179, end=1193)",0,0
10257,.tif如今的社会，信息爆炸的时代{CJ+buy里}{CJs}，人和人之间的竞争{CC竞争力}日益强[F強]烈。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=56)",0,0
10258,因此，每个人都为自己的前途而学习而奋斗，一不小心很容易被社会淘[B陶]汰。,"d.t.u.d.c.a.s.t.Sentence(begin=56, end=93)",0,0
10259,在这样的背景下，人们免不了遇到或多或少的困难和挫折，我个人也不例外。,"d.t.u.d.c.a.s.t.Sentence(begin=93, end=127)",0,0
10260,面对困难和挫折，我想人可以分成两大类：一是悲观、一是乐观。,"d.t.u.d.c.a.s.t.Sentence(begin=127, end=156)",0,0
10261,悲观派人不好脱离困境，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=156, end=172)",0,0
10262,我个人属于这种人。,"d.t.u.d.c.a.s.t.Sentence(begin=172, end=181)",0,0
10263,还记得当时我考大学的那一年，带着紧张和恐惧的心理进场时，一点信心都没有，我最终{CC终于}没考上{CC考不上}大学，痛苦之际，我不知所措，总以为我的前途到此为止{CC到此为终}了。,"d.t.u.d.c.a.s.t.Sentence(begin=181, end=271)",1,{CC终于}
10264,但是幸亏有我父亲，天天用几个小时的时间来跟我谈话，他把自己{CQ的}经历和别人的经历一一讲解。,"d.t.u.d.c.a.s.t.Sentence(begin=271, end=318)",0,0
10265,慢慢来，我感到世界上还有很多很多人遇到的挫折与困难比我还大，比我还多。,"d.t.u.d.c.a.s.t.Sentence(begin=318, end=353)",0,0
10266,我不应该跌倒后没有勇气站起来，我想开了，从那时候我振作起来，下决心考上{CC2考得上}大学。,"d.t.u.d.c.a.s.t.Sentence(begin=353, end=399)",0,0
10267,当时唉声叹气怨天尤人只是无用，把悲观变成乐观，终于第二年我考上了大学。,"d.t.u.d.c.a.s.t.Sentence(begin=399, end=434)",0,0
10268,现在想起困难，想起挫折我非望而生畏不可，但是懂得万物的规律，那种恐惧心理消失到九霄云外了。,"d.t.u.d.c.a.s.t.Sentence(begin=434, end=479)",0,0
10269,世界上许许多多科学家，物理学家、伟大的政治家之所以成功是因[B国]为生活中，探索、研究过程中遇到困难和挫折：他们都能一一越过。,"d.t.u.d.c.a.s.t.Sentence(begin=479, end=542)",0,0
10270,他们才真正是我们应该向之学习的好榜样。,"d.t.u.d.c.a.s.t.Sentence(begin=542, end=561)",0,0
10271,朋友们，我们的前途很辉煌，不要怕，用百折不挠的心理面对生活吧，“天下无难事，只怕有心人”，这句成语永远是真理，记住！,"d.t.u.d.c.a.s.t.Sentence(begin=561, end=619)",0,0
10272,不要在困难和挫折面前退步。,"d.t.u.d.c.a.s.t.Sentence(begin=619, end=632)",0,0
10273,"（155Z）(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=632, end=646)",0,0
10274,《记对我影响最大的一个人》他是在韩国教我的韩国教师。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=26)",0,0
10275,他叫×××[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=26, end=36)",0,0
10276,我上大学以后，第一次见到他的时候[BQ，]他很朴[C]素、温[C]和、体贴别人。,"d.t.u.d.c.a.s.t.Sentence(begin=36, end=76)",0,0
10277,在大学{CQ在}他的帮助下，我被选作交流学生来到北京[C]第二外国语学院学习[C]汉语[BQ，]正在考高级HSK。,"d.t.u.d.c.a.s.t.Sentence(begin=76, end=133)",0,0
10278,后来{CC以后}他也来到第二外国语学院教韩语，真是有朋友自远方[B访]来不亦乐乎！,"d.t.u.d.c.a.s.t.Sentence(begin=133, end=174)",1,{CC以后}
10279,[BC？],"d.t.u.d.c.a.s.t.Sentence(begin=174, end=179)",0,0
10280,现在我们意气相投[BQ，]过得[C]开心。,"d.t.u.d.c.a.s.t.Sentence(begin=179, end=200)",0,0
10281,他来二外之前，我总是想老师帮助我，可[C]现在他需要我的帮助{CC帮忙}。,"d.t.u.d.c.a.s.t.Sentence(begin=200, end=237)",0,0
10282,他一个人来[BQ，]生活比较孤独[C]、无聊、想家。,"d.t.u.d.c.a.s.t.Sentence(begin=237, end=263)",0,0
10283,在家靠父母，出门靠朋友。,"d.t.u.d.c.a.s.t.Sentence(begin=263, end=275)",0,0
10284,我现在尽量帮助他，和他一起买菜、做饭、喝[C]酒。,"d.t.u.d.c.a.s.t.Sentence(begin=275, end=300)",0,0
10285,[BC，]很多时候边喝[C]酒边聊[C]天[BQ，]拖到很晚，以至于我都{CC有[C]点儿}担心第二能不能去上课。,"d.t.u.d.c.a.s.t.Sentence(begin=300, end=357)",0,0
10286,有的时候他{CQ会}突然找我[BQ：]“咱们喝酒吧[BQ！]”,"d.t.u.d.c.a.s.t.Sentence(begin=357, end=388)",0,0
10287,只好{CJX}我陪着他。,"d.t.u.d.c.a.s.t.Sentence(begin=388, end=400)",1,只好{CJX}
10288,有[C]的时[C]候我不太高兴，我不愿意他妨碍我的学习、休息，可我理解他。,"d.t.u.d.c.a.s.t.Sentence(begin=400, end=437)",0,0
10289,朋友们一起玩[BQ、]散去之后，回到家里发现四周空空荡荡的。,"d.t.u.d.c.a.s.t.Sentence(begin=437, end=467)",0,0
10290,{CP那时[C]候觉得孤独[C]感无法用言语形容出来，否则我根本受不了。,"d.t.u.d.c.a.s.t.Sentence(begin=467, end=503)",0,0
10291,P}现在我最担心的是他的健康问题。,"d.t.u.d.c.a.s.t.Sentence(begin=503, end=520)",0,0
10292,{CP他爱喝酒[BQ，]无论身[C]体好不好，都{CC就}找[C]借口喝。,"d.t.u.d.c.a.s.t.Sentence(begin=520, end=557)",0,0
10293,P}老师不要借酒浇[C]愁。,"d.t.u.d.c.a.s.t.Sentence(begin=557, end=571)",0,0
10294,我回国以后他[C]还有半年{CQ时间}留在北京。,"d.t.u.d.c.a.s.t.Sentence(begin=571, end=595)",0,0
10295,那时候谁[C]照顾他呢？,"d.t.u.d.c.a.s.t.Sentence(begin=595, end=607)",0,0
10296,{CJ-zhuy谁}关心他呢？,"d.t.u.d.c.a.s.t.Sentence(begin=607, end=622)",0,0
10297,老师别伤心，我在你的身边永远支持你、[BC，]帮助你。,"d.t.u.d.c.a.s.t.Sentence(begin=622, end=649)",0,0
10298,[BC，]教师[BQ，]我还是学生[BQ，]现在只能[C]说一句[C]话“谢谢老师”！,"d.t.u.d.c.a.s.t.Sentence(begin=649, end=692)",0,0
10299,我永远忘不了你的帮助{CC帮忙}！,"d.t.u.d.c.a.s.t.Sentence(begin=692, end=709)",0,0
10300,老师[BD“]加油[BD”][BQ！],"d.t.u.d.c.a.s.t.Sentence(begin=709, end=728)",0,0
10301,"（114F）（150W）""}","d.t.u.d.c.a.s.t.Sentence(begin=728, end=742)",0,0
10302,代沟[F溝]，这[F這]个问题[F題]已存在很久了。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=26)",0,0
10303,对于保留传统思想而不接受新事物的长[F長]者来说[F説]，跟下一代接触[F觸]的话，那代沟[F溝]问题就肯定存在于两[F兩]者之间。,"d.t.u.d.c.a.s.t.Sentence(begin=26, end=92)",0,0
10304,新的一代在接受[C]新的教育方式，而且如今{CC现[F現]今}的科技日渐[F漸]创[F創]新，扩[C]大了他们的视[F視]野，不再局限于环[F環]境的狭[F狹]窄，而可探讨[F討]世界文化之广阔。,"d.t.u.d.c.a.s.t.Sentence(begin=92, end=190)",0,0
10305,但亦有问题[F題]产生，他们乐于[F於]接受新事物，亦有可能{CD对于}传[F傳]统的道德观[F覌]念，行为与[C]标[F標]准[F準]不同意{CJX}。,"d.t.u.d.c.a.s.t.Sentence(begin=190, end=267)",0,0
10306,这亦发[C]生冲突。,"d.t.u.d.c.a.s.t.Sentence(begin=267, end=277)",0,0
10307,故而，我个人认[F認]为，优秀的传[F傳]统文化，是祖上[C]遗留下来的宝贵财[F財]产[F產]，应加以珍惜[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=277, end=335)",0,0
10308,但若干不合时[F時]宜的风俗习[F習]惯[F慣]应以摒弃{CC摒[C]除}，接受新的事物，学习和改[C]良，将[C]旧的去伪存真{CC去老[C]存青}，融入新的潮流。,"d.t.u.d.c.a.s.t.Sentence(begin=335, end=418)",0,0
10309,那两代人就会比较[F較]容易沟[F溝]通，上一代肯接受与[C]学习[F習]新事物，跟随[F隨]社会的步伐；[BC，]下一代愿[F願]意保留好的，优秀的文化思想，了解上一代的想法，明白他们过下一代的期望，那就不会产[F産]生冲[F衝]突了。,"d.t.u.d.c.a.s.t.Sentence(begin=418, end=537)",0,0
10310,[BC，]两[F兩]者之间易於沟[F溝]通，谈[F談]话[F話]时你不会瞠目不知所对。,"d.t.u.d.c.a.s.t.Sentence(begin=537, end=580)",0,0
10311,[BC，]父母对待子女要像{CC以}朋友般宽容，对事物{CQ进行}讨[F討]论[F論]要交换{CC互如}意见[F見]，不可{CD对}子女们{CD作出}体罚[F罰]{CJX}，{CJ-zhuy那样}只有令他们更为反感[C]，要给{CC对}他们{CJdp说道理}，要解释[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=580, end=717)",1,{CC以}
10312,而子女对父母要尊敬。,"d.t.u.d.c.a.s.t.Sentence(begin=717, end=727)",0,0
10313,发[C]生什么事情要{CJX}大家一起讨[F討]论[F論]、[BC，]研究，那么[L]大家会更了解。,"d.t.u.d.c.a.s.t.Sentence(begin=727, end=777)",0,0
10314,[BC，]若不喜欢父母的论[F論]点，可提出为[F為]什么，解释[F釋]清楚后{CJ-zhuy他们}会明白。,"d.t.u.d.c.a.s.t.Sentence(begin=777, end=831)",0,0
10315,"(106C)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=831, end=845)",0,0
10316,记对我影响最大的一个人不只{CC不但}我一个人，对谁来说，出生以后第一认识{CC熟习}的{CJ-zy都}是自己的父母[C]，我也不例外[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=71)",1,{CC不但}
10317,我刚出生的时候很爱生病。,"d.t.u.d.c.a.s.t.Sentence(begin=71, end=83)",0,0
10318,每[C]{CD一}次，我爸爸{CJ-zy都}背[C]着我冲出去。,"d.t.u.d.c.a.s.t.Sentence(begin=83, end=115)",0,0
10319,{CP无论生我的是我妈。,"d.t.u.d.c.a.s.t.Sentence(begin=115, end=127)",0,0
10320,P}可是对我爸爸的位置[B直]{CD跟}什么也比不上。,"d.t.u.d.c.a.s.t.Sentence(begin=127, end=154)",1,{CD跟}
10321,我爸爸很小的时候，他的父母[C]都去世[B逝]了。,"d.t.u.d.c.a.s.t.Sentence(begin=154, end=179)",0,0
10322,我觉得，因为{CC2因}这样的原因{CC理由}爸爸对我们的照顾特[C]别周到。,"d.t.u.d.c.a.s.t.Sentence(begin=179, end=218)",1,{CC2因}
10323,韩国也是{CJX}高考时期很难过的。,"d.t.u.d.c.a.s.t.Sentence(begin=218, end=236)",1,韩国也是{CJX}
10324,我高三{CD年}的时候，到晚十二点学习{CJX}然后回家{CD时}，每天{CJ-zy都能}看到在十字路口上等着我的爸爸。,"d.t.u.d.c.a.s.t.Sentence(begin=236, end=296)",0,0
10325,其实，他跟{CJ-by我}没有说过日常生活的事情。,"d.t.u.d.c.a.s.t.Sentence(begin=296, end=321)",0,0
10326,不过什么时候{CJ+zhuy我}看他，我{CJ+zy什么时候}都{CC也}能感到他理解[C]我的全部。,"d.t.u.d.c.a.s.t.Sentence(begin=321, end=372)",1,{CC也}
10327,我看见{CC看着}他的决心了，我也{CJX}以后成为跟他一样的不{CQ怎么}说话{CQ却}能照顾别{CJ-by别人}的人。,"d.t.u.d.c.a.s.t.Sentence(begin=372, end=433)",1,{CQ却}
10328,我上了大学，我爸爸开始在别的城市工作。,"d.t.u.d.c.a.s.t.Sentence(begin=433, end=452)",0,0
10329,上了大学以后比以前{CJX}我的生活轻松{CC松}多了。,"d.t.u.d.c.a.s.t.Sentence(begin=452, end=480)",0,0
10330,可能爸爸看我的生活有一点儿担心，到了周[C]末，他回来{CJX}汉城带着我去登山，上起山来还[C]不到一半就很累[BQ，]我想回去，可是他在我的前[C]边一句话也不说一{CC路道}上去。,"d.t.u.d.c.a.s.t.Sentence(begin=480, end=573)",0,0
10331,我只得[C]跟着他上去。,"d.t.u.d.c.a.s.t.Sentence(begin=573, end=585)",0,0
10332,"到了山顶往下看[C]的时候，他对我说""以后你作什么事情[C]都{CJ-sy要}这样。","d.t.u.d.c.a.s.t.Sentence(begin=585, end=627)",0,0
10333,"过了很难{CQ的}时刻然后才能得到果实""。","d.t.u.d.c.a.s.t.Sentence(begin=627, end=648)",0,0
10334,我的中国生活不太顺利，每遇到困难[C]的时候我{CQ就}背他的这一句{CJ-zxy话}。,"d.t.u.d.c.a.s.t.Sentence(begin=648, end=692)",1,{CQ就}
10335,虽然现在他离我这[C]儿很远，但是我总是觉[C]得他{CQ在}看着我，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=692, end=732)",0,0
10336,{CQ于是}又有了{CC3重新}决心。,"d.t.u.d.c.a.s.t.Sentence(begin=732, end=751)",1,{CQ于是}
10337,我对爸爸的感[C]情不是单纯的子女对父母[C]的感情[C]，我真感[C]谢他是我的爸爸的事[C]实。,"d.t.u.d.c.a.s.t.Sentence(begin=751, end=801)",0,0
10338,从小时侯到现在他教[C]我的话语{CC教[C]训[Pxùn]}永远[C]在我的心里{CD上}。,"d.t.u.d.c.a.s.t.Sentence(begin=801, end=848)",0,0
10339,"（126Z）（101F）""}","d.t.u.d.c.a.s.t.Sentence(begin=848, end=862)",0,0
10340,我的父亲我的父亲是一个沉[B沈]默寡言的人，他对什么事，从来不肯马虎，非常认真，所以他在公司里常常得罪人，我母亲平常{CD跟}他{CJX}劝告，“你应该随和[B合]一点儿。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=86)",1,{CD跟}
10341,[BC.]”但是我的想法不一样。,"d.t.u.d.c.a.s.t.Sentence(begin=86, end=102)",0,0
10342,我喜欢这样直性子的我爸，因为他的性格这样直，所以他跟我妈结婚的时候受到很大的阻碍，当时，我的外祖父说，“我知道你为人不错，性格直率{CC直接}[BQ，]但是你这样{CC那样}的人在这个社会上没有晋升{CC上进}的希望[BQ，]你肯定给我的女儿带来很大的折磨，所以我不能给你我的掌上明珠。,"d.t.u.d.c.a.s.t.Sentence(begin=102, end=245)",0,0
10343,[BC，]”所以我母亲大学毕业以后五年间没结婚，有一天，我母亲狠了狠心，下了决心，交{CC提}给外祖父一张出师表，她说如果您不允许我们俩的结合，我永远不会出嫁，[BC、]外祖父无可奈何地允许了{CJX}他们{CD的}结婚。,"d.t.u.d.c.a.s.t.Sentence(begin=245, end=356)",0,0
10344,[BC.]结婚以后，我父亲对她很体贴，对家庭很负责任，真是一个模范家长{CD了}。,"d.t.u.d.c.a.s.t.Sentence(begin=356, end=397)",0,0
10345,"[BC.]我父亲平常跟我说，你一定要做一个正经的、[BC，]正派的人，无论在什么样的压力下，千万不要改变自己的本性,[BC、]我从小受到父亲的熏陶，现在成了一个堂堂正正的年轻人了。","d.t.u.d.c.a.s.t.Sentence(begin=397, end=487)",0,0
10346,[BC.]我父亲，{CP他虽然没挣过很多钱，也没得过社会的{CJ-dy好}名声，我尊敬他。,"d.t.u.d.c.a.s.t.Sentence(begin=487, end=532)",0,0
10347,[BC.]P}在社会的发展过程当中，应该需要各种各样的人才，我觉得我父亲那样的人是真正的社会骨干。,"d.t.u.d.c.a.s.t.Sentence(begin=532, end=581)",0,0
10348,[BC.]虽然他是一个普普通通的中年人，但是他对社会的奉献是很有价值的。,"d.t.u.d.c.a.s.t.Sentence(begin=581, end=617)",0,0
10349,我永远忘不了父亲的好{CC1好处}。,"d.t.u.d.c.a.s.t.Sentence(begin=617, end=635)",0,0
10350,我刻骨铭[B名]心{CJX}{CQ对}他的教训，一定要成为一个对{CC为}社会{CJ-sy有}贡献的人。,"d.t.u.d.c.a.s.t.Sentence(begin=635, end=687)",0,0
10351,"（102Y）(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=687, end=701)",0,0
10352,小时候，之所以{CJX}我不认识我父亲[F親]的脸，是因为他发动{CC导致}反政府运动。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=44)",1,之所以{CJX}
10353,我真的{CC2真}不爱他，而且不尊敬他。,"d.t.u.d.c.a.s.t.Sentence(begin=44, end=64)",0,0
10354,可是值此之际，我才知道对我影响最大的人就是我父亲[F親]。,"d.t.u.d.c.a.s.t.Sentence(begin=64, end=93)",0,0
10355,我父亲[F親]是兼小说家的大学教授。,"d.t.u.d.c.a.s.t.Sentence(begin=93, end=111)",0,0
10356,他教文艺创作，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=111, end=123)",0,0
10357,以前主要写有关社会政治的小说，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=123, end=143)",0,0
10358,现在以教育学生为主。,"d.t.u.d.c.a.s.t.Sentence(begin=143, end=153)",0,0
10359,对我来说，他只对我宽容{CC放松}。,"d.t.u.d.c.a.s.t.Sentence(begin=153, end=171)",0,0
10360,我要做什么，他{CQ就}让我做什么。,"d.t.u.d.c.a.s.t.Sentence(begin=171, end=189)",1,{CQ就}
10361,他常常支持我的计划，尊重我的意见。,"d.t.u.d.c.a.s.t.Sentence(begin=189, end=206)",0,0
10362,但是他对我看的书[F書]非常严格，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=206, end=228)",0,0
10363,他一定要提前检查我要看的书[F書]。,"d.t.u.d.c.a.s.t.Sentence(begin=228, end=246)",0,0
10364,他常说，“选择好{CC良}书[F書]{CJ+zxy的事情}对形成{CJX}人格非常重要[BQ。]”,"d.t.u.d.c.a.s.t.Sentence(begin=246, end=295)",0,0
10365,我认为他教育子女的方法跟别的父母有点儿不一样。,"d.t.u.d.c.a.s.t.Sentence(begin=295, end=318)",0,0
10366,他绝对不干涉我的生活习惯[B贯]。,"d.t.u.d.c.a.s.t.Sentence(begin=318, end=335)",0,0
10367,但是，对我的思想、[BC，]关系严格得很{CC多}。,"d.t.u.d.c.a.s.t.Sentence(begin=335, end=361)",0,0
10368,他常常跟我一起看电视新闻，然后一起讨论，一边讨论，一边教育{CC教训}我。,"d.t.u.d.c.a.s.t.Sentence(begin=361, end=398)",0,0
10369,讨论的时候[BQ，]他认真地听我的意见。,"d.t.u.d.c.a.s.t.Sentence(begin=398, end=418)",0,0
10370,有时候他和我{CJ-zxy的意见}有点儿分歧，可是他还是尊重我的意见、[BC，]想法。,"d.t.u.d.c.a.s.t.Sentence(begin=418, end=461)",0,0
10371,他的性格也是影响我的重要的因素。,"d.t.u.d.c.a.s.t.Sentence(begin=461, end=477)",0,0
10372,他做事情做得慢[B曼]条斯理，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=477, end=497)",0,0
10373,绝对不着急。,"d.t.u.d.c.a.s.t.Sentence(begin=497, end=503)",0,0
10374,如果我犯{CQ了}错误[BQ，]他还是不生气，慢[B曼]条斯理地{CC的}教训我。,"d.t.u.d.c.a.s.t.Sentence(begin=503, end=544)",0,0
10375,总得来说，人人{CC人家}都有父母亲[F親]，他们{CD都}尊敬他们的父母是理所当然的。,"d.t.u.d.c.a.s.t.Sentence(begin=544, end=588)",0,0
10376,但是我父亲[F親]是{CQ很}特别的。,"d.t.u.d.c.a.s.t.Sentence(begin=588, end=607)",0,0
10377,我出[B初]生以来，一直受到他的影响，故而也很{CC真}爱他，很{CC真}尊敬他。,"d.t.u.d.c.a.s.t.Sentence(begin=607, end=648)",0,0
10378,"（148L）(152L)""}","d.t.u.d.c.a.s.t.Sentence(begin=648, end=662)",0,0
10379,由“三个和尚没水喝”想到了{CC的}几个有关家庭生活中常常发生的事实{CC现[F現]实}。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=45)",0,0
10380,我身为大男儿，共有八名弟妹[C]，记[F記]得当我小的时候[B后]，父母无微不至地栽[C]培我们，抚养[F養]{CJ-by我们}，{CD不怕}吃苦耐劳[B老]地{CC的}工作。,"d.t.u.d.c.a.s.t.Sentence(begin=45, end=133)",0,0
10381,一心让我们吃得饱穿的暖，而且[L]尽力让我们能有好的教育与[C]学历{CC学位}。,"d.t.u.d.c.a.s.t.Sentence(begin=133, end=174)",0,0
10382,如此到了他们的晚年，各个孩了都长大了，成家[C]了，还能很和睦地{CC的}赡养{CC养[F養]老}我们的爸妈，我也为此而安心。,"d.t.u.d.c.a.s.t.Sentence(begin=174, end=237)",0,0
10383,{CP看[C]到了这个故事以后，联[B连[F連]]想到一个我所[C]认[F認[C]]识的朋友，却经历了如此类[C]似的事。,"d.t.u.d.c.a.s.t.Sentence(begin=237, end=298)",0,0
10384,P}[BC，]他们几[B儿]位兄弟姐妹，各个希望[C]别人去赡养{CC2养[F養]}老家父家母，小的认[F認[C]]为是老大的责任，老大却以为他的经济状[F狀]况不如{CD其}小的好。,"d.t.u.d.c.a.s.t.Sentence(begin=298, end=390)",0,0
10385,结果呢[BQ，]可怜[F憐]的老父老母{CC老公老母}有了个非常悲哀的晚年。,"d.t.u.d.c.a.s.t.Sentence(begin=390, end=428)",0,0
10386,总的{CC总而}来说我很希望通过这个故[C]事，{CD让}我们能领悟{CC省悟}到人生的涵[B函]养[F養]道德，把我们优秀的中华民族[C]流传{CC传通}下来的美德[BD，]发扬[B杨]光大。,"d.t.u.d.c.a.s.t.Sentence(begin=428, end=525)",1,{CC总而}
10387,"(101F)(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=525, end=539)",0,0
10388,[BD《]由“三个和尚没水喝”想到的……[BD》]人类[F類[C]]生存的基本条[F條]件是合群，互相帮[B邦]忙，互相照顾。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=63)",0,0
10389,一个和尚，他没有伴所以他必须每样[F樣]事都要亲[F親]力亲[F親]为。,"d.t.u.d.c.a.s.t.Sentence(begin=63, end=99)",0,0
10390,为了生存，他要自食其力{CC自吃其力}，所以他每天都要到山底下自己挑[B桃]水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=99, end=140)",0,0
10391,两{CC二}个和尚，他们有伴了。,"d.t.u.d.c.a.s.t.Sentence(begin=140, end=156)",0,0
10392,互相照顾、互相帮[B邦]忙，于是两个人就抬水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=156, end=180)",0,0
10393,这证明人是不能孤立的，需[B须]要合作方能有效[B校]率[B律]地{CC的}做好{CC到}更多的工作。,"d.t.u.d.c.a.s.t.Sentence(begin=180, end=231)",0,0
10394,为什么来了第三个和尚，反而没有水喝了呢？,"d.t.u.d.c.a.s.t.Sentence(begin=231, end=251)",0,0
10395,原因是人们有一颗依赖[B懒]心和懒惰的劣根性{CC恶根性}。,"d.t.u.d.c.a.s.t.Sentence(begin=251, end=281)",0,0
10396,既然有三个人这么多、为什么是我去做呢？,"d.t.u.d.c.a.s.t.Sentence(begin=281, end=300)",0,0
10397,我不做[B作]，别人一定会[F會]做，反正[B证]有人会做[B作]，这样[F樣]你等我我等你{CD的}{CD方法}，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=300, end=363)",0,0
10398,最后[F後]是没有人去做的。,"d.t.u.d.c.a.s.t.Sentence(begin=363, end=377)",0,0
10399,所以人类[F類]必须自立，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=377, end=395)",0,0
10400,{CD不过[F過]}不{CQ能}有依赖[B懒]心，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=395, end=425)",1,{CD不过[F過]}
10401,才可以在这个社会生存。,"d.t.u.d.c.a.s.t.Sentence(begin=425, end=436)",0,0
10402,"(101F)(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=436, end=450)",0,0
10403,学[F學]习[F習]每一种[F種]语[F語]言，都有其苦与[F與]乐[F樂]。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=39)",0,0
10404,就以我学[F學]习[F習]汉[F漢]语[F語]为[F為]例，在这[F這]三年学[F學]习[F習]过[F過]程中，真是感受到其中的苦与[F與]乐[F樂]。,"d.t.u.d.c.a.s.t.Sentence(begin=39, end=115)",0,0
10405,一般来[F來]说，苦乐[F樂]参[F參]半，首先谈[F談]苦的一方面，汉[F漢]字[B子]笔[F筆]划[F劃]繁多，要写[F寫]成一个[F個]汉[F漢]字[B子]，就好像画[F畫]画[F畫]一样[F樣]，左横右直，上点[F點]下钩[F鉤[C]]，才能写[F寫[C]]成一个[F個]字，只是一个[F個]字，就可能花上一两个[F個]小时[F時]去学[F學]习[F習]和练[F練]习[F習]{CD了}；还[F還]有汉[F漢]语[F語]中的声[F聲]调[F調]，真的不[C]知道在什么[F麼]情况下，读[F讀]哪[B那]一个[F個]声[F聲]调[F調]，声[F聲]调[F調]不同的话[F話]，有可能意思也不同，举[F舉]两[F兩]个[F個]词[F詞]语[F語]吧！,"d.t.u.d.c.a.s.t.Sentence(begin=115, end=443)",0,0
